id,type,bounding box,r,g,b
230,4,"[0.1773657351732254, 0.1773657351732254, 0.1773657500743866]",0.25882352941176473,0.14901960784313725,0.29411764705882354
231,4,"[0.11423269659280777, 0.11423269659280777, 0.11423271149396896]",0.8627450980392157,0.2549019607843137,0.00784313725490196
232,4,"[0.05299924686551094, 0.05299924686551094, 0.05299925431609154]",0.7098039215686275,0.1450980392156863,0.14901960784313725
233,4,"[0.32419031858444214, 0.32419031858444214, 0.3241903483867645]",0.8627450980392157,0.2549019607843137,0.00784313725490196
234,4,"[0.4072791337966919, 0.4072791337966919, 0.40727919340133667]",0.7098039215686275,0.1450980392156863,0.14901960784313725
235,4,"[0.220802903175354, 0.220802903175354, 0.2208029329776764]",0.9803921568627451,0.9803921568627451,0.9803921568627451
236,4,"[0.4487537145614624, 0.4487537145614624, 0.4487537741661072]",0.0,0.5803921568627451,0.23529411764705882
237,4,"[0.10111434012651443, 0.10111434012651443, 0.10111435502767563]",0.0,0.5803921568627451,0.23529411764705882
238,4,"[0.49490636587142944, 0.49490636587142944, 0.4949064254760742]",0.047058823529411764,0.5607843137254902,1.1098039215686275
239,4,"[0.16794276237487793, 0.16794276237487793, 0.16794277727603912]",0.01568627450980392,0.44313725490196076,0.6431372549019608
240,4,"[0.05815384164452553, 0.05815384164452553, 0.058153849095106125]",0.7098039215686275,0.1450980392156863,0.14901960784313725
241,4,"[0.18390247225761414, 0.18390247225761414, 0.18390248715877533]",1.0,1.0,1.0
242,4,"[0.36665377020835876, 0.36665377020835876, 0.36665380001068115]",0.8627450980392157,0.2549019607843137,0.00784313725490196
243,4,"[0.12937213480472565, 0.12937213480472565, 0.12937214970588684]",0.30196078431372547,0.14901960784313725,0.11764705882352941
244,4,"[0.4202120304107666, 0.4202120304107666, 0.4202120900154114]",0.043137254901960784,0.44313725490196076,0.5647058823529412
245,4,"[0.4084077775478363, 0.4084077775478363, 0.4084078371524811]",0.8196078431372549,0.48627450980392156,0.6196078431372549
246,4,"[0.26916658878326416, 0.26916658878326416, 0.26916661858558655]",0.8196078431372549,0.48627450980392156,0.6196078431372549
247,4,"[0.0675274208188057, 0.0675274208188057, 0.06752742826938629]",0.5686274509803921,0.5686274509803921,0.5686274509803921
248,4,"[0.3351883590221405, 0.3351883590221405, 0.3351883888244629]",0.0,0.0,0.0
249,4,"[0.38966336846351624, 0.38966336846351624, 0.389663428068161]",0.5529411764705883,0.043137254901960784,0.09411764705882353
250,4,"[0.29302284121513367, 0.29302284121513367, 0.29302287101745605]",0.2823529411764706,0.14901960784313725,0.09411764705882353
251,4,"[0.38971078395843506, 0.38971078395843506, 0.38971084356307983]",0.0,0.5803921568627451,0.23529411764705882
252,4,"[0.3401854634284973, 0.3401854634284973, 0.3401854932308197]",0.8627450980392157,0.2549019607843137,0.00784313725490196
253,4,"[0.13256438076496124, 0.13256438076496124, 0.13256439566612244]",0.5686274509803921,0.5686274509803921,0.5686274509803921
254,4,"[0.3285437524318695, 0.3285437524318695, 0.3285437822341919]",0.03137254901960784,0.5686274509803921,0.7333333333333333
255,4,"[0.13460227847099304, 0.13460227847099304, 0.13460229337215424]",0.5529411764705883,0.043137254901960784,0.09411764705882353
256,4,"[0.22871965169906616, 0.22871965169906616, 0.22871968150138855]",0.0,0.0,0.0
257,4,"[0.29515454173088074, 0.29515454173088074, 0.2951545715332031]",0.8196078431372549,0.48627450980392156,0.6196078431372549
258,4,"[0.3945934474468231, 0.3945934474468231, 0.3945935070514679]",0.5529411764705883,0.043137254901960784,0.09411764705882353
259,4,"[0.2965322732925415, 0.2965322732925415, 0.2965323030948639]",0.8627450980392157,0.2549019607843137,0.00784313725490196
260,4,"[0.19978567957878113, 0.19978567957878113, 0.19978570938110352]",0.10196078431372549,0.5607843137254902,0.6823529411764706
261,4,"[0.2971937358379364, 0.2971937358379364, 0.2971937656402588]",0.25882352941176473,0.14901960784313725,0.29411764705882354
262,4,"[0.42505723237991333, 0.42505723237991333, 0.4250572919845581]",0.9176470588235294,0.596078431372549,0.7176470588235294
263,4,"[0.11836565285921097, 0.11836565285921097, 0.11836566776037216]",0.9803921568627451,0.9803921568627451,0.9803921568627451
264,4,"[0.29520636796951294, 0.29520636796951294, 0.2952063977718353]",0.0,0.4549019607843137,0.2549019607843137
265,4,"[0.32551729679107666, 0.32551729679107666, 0.32551732659339905]",0.25882352941176473,0.14901960784313725,0.29411764705882354
266,4,"[0.08622371405363083, 0.08622371405363083, 0.08622372150421143]",0.8196078431372549,0.48627450980392156,0.6196078431372549
267,4,"[0.15483920276165009, 0.15483920276165009, 0.15483921766281128]",0.9176470588235294,0.596078431372549,0.7176470588235294
268,4,"[0.22309215366840363, 0.22309215366840363, 0.223092183470726]",0.25882352941176473,0.14901960784313725,0.29411764705882354
269,4,"[0.26572057604789734, 0.26572057604789734, 0.2657206058502197]",0.5019607843137255,0.5019607843137255,0.5019607843137255
270,4,"[0.271811306476593, 0.271811306476593, 0.2718113362789154]",0.5529411764705883,0.043137254901960784,0.09411764705882353
271,4,"[0.49787637591362, 0.49787637591362, 0.49787643551826477]",0.996078431372549,0.7137254901960784,0.0
272,4,"[0.18551471829414368, 0.18551471829414368, 0.18551473319530487]",0.03137254901960784,0.5686274509803921,0.7333333333333333
273,4,"[0.2973788380622864, 0.2973788380622864, 0.29737886786460876]",0.0,0.0,0.0
274,4,"[0.13393540680408478, 0.13393540680408478, 0.13393542170524597]",0.0,0.5803921568627451,0.23529411764705882
275,4,"[0.3712323009967804, 0.3712323009967804, 0.3712323307991028]",0.5019607843137255,0.5019607843137255,0.5019607843137255
